备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
粤备2024023900,吸入用硫酸沙丁胺醇溶液,国药准字H20233135,深圳大佛药业股份有限公司,深圳市坪山新区坑梓街道金辉路14号深圳市生物医药创新产业园区6号楼,浙江福瑞喜药业有限公司,浙江省绍兴市越城区沥海街道海天道21号,"本品说明书、包装标签增加“仿制药一致性评价""标识。",广东省药品监督管理局,2024-06-27,已备案,详情
皖备2024024093,地奈德乳膏,国药准字H20244058,福元药业有限公司,安徽省宣城市经济技术开发区,福元药业有限公司,安徽省宣城市经济技术开发区,"根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》(2017年第100号)的相关要求，在地奈德乳膏说明书及标签中增加""通过一致性评价""标识。按《药品说明书和标签管理规定（局令第24号）》要求调整说明书、标签备案内容。",安徽省药品监督管理局,2024-06-27,已备案,详情
鄂备2024024407,麝香祛风湿油,国药准字Z20027970,湖北康源药业有限公司,湖北省鄂州葛店经济技术开发区,湖北康源药业有限公司,"湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省鄂州市葛店经济技术开发区变更为湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号",湖北省药品监督管理局,2024-06-27,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
甘备2024023540,元胡止痛滴丸,国药准字Z20010024,甘肃陇神戎发药业股份有限公司,甘肃省兰州市榆中县定远镇国防路10号,甘肃陇神戎发药业股份有限公司,甘肃省兰州市榆中县定远镇国防路10号,根据《国家药监局关于修订元胡止痛制剂说明书的公告》（2024年第40号）要求，按照《药品说明书和标签管理规定》(局令第24号)规定，对元胡止痛滴丸“铝塑复合袋装，4×30丸/袋/盒。铝塑复合袋装，6×30丸/袋/ 盒。铝塑复合袋装，7×30丸/袋/ 盒。铝塑复合袋装，8×30丸/袋/盒。铝塑复合袋装，9×30丸/袋/盒。铝塑 复合袋装，10×30丸/袋/盒。铝塑复合袋装，12×30丸/袋/盒。铝塑复合袋 装，15×30丸/袋/盒。铝塑复合袋装，16×30丸/袋/盒。塑瓶装，4×30丸/瓶/盒。塑瓶装，6×30丸/瓶/盒。 塑瓶装，8×30丸/瓶/盒。塑瓶装，10×30丸/瓶/盒。塑瓶装/盒。铝塑板，3×12片/板/盒。塑瓶，60片/瓶/盒。”药品说明书和包装标签说明书中【不良反应】、【禁忌】、【注意事项】的内容进行变更。,甘肃省药品监督管理局,2024-06-27,已备案,详情
粤备2024024011,元胡止痛胶囊,国药准字Z44020929,广州白云山敬修堂药业股份有限公司,广州市荔湾区人民南路179号,广州白云山敬修堂药业股份有限公司,佛山市南海区黄岐鄱阳路249号,根据《国家药监局关于修订元胡止痛制剂说明书的公告》（2024年第40号）规定，修订药品说明书的【不良反应】、【禁忌】、【注意事项】项内容。,广东省药品监督管理局,2024-06-27,已备案,详情
Y冀备2024024421,蛋白琥珀酸铁,Y20170000805,无,无,河北安健成益医药科技有限公司,石家庄市赵县新寨店镇工业园区广源路8号,"申请备案本品生产场地原址增加三车间1号生产线。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-06-27,已备案,详情
粤备2024023759,盐酸西替利嗪片,国药准字H20103387,广东彼迪药业有限公司,广东省开平市月山镇彼迪大道66号,广东彼迪药业有限公司,广东省开平市月山镇彼迪大道66号,本品有效期由18个月变更为24个月，并对说明书及包装标签做相应修订。,广东省药品监督管理局,2024-06-27,已备案,详情
鄂备2024024404,麝香镇痛膏,国药准字Z42020235,湖北康源药业有限公司,湖北省鄂州葛店经济技术开发区,湖北康源药业有限公司,"湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省鄂州市葛店经济技术开发区变更为湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号",湖北省药品监督管理局,2024-06-27,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
Y川备2024018382,丙戊酸钠,Y20190006765,无,无,四川天道制药有限公司,四川省泸州市泸县玉蟾街道酒香大道8号附7号,丙戊酸钠有效期由24个月变更为48个月。,四川省药品监督管理局,2024-06-27,已备案,详情
冀备2024024415,硫酸镁注射液,国药准字H20247128,河北天成药业股份有限公司,沧州经济技术开发区金光大街18号,河北天成药业股份有限公司,沧州经济技术开发区兴业路51号,申请备案本品硫酸镁注射液变更有效期（有效期变更为“18个月”）信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-27,已备案,详情
鄂备2024023709,精制狗皮膏,国药准字Z20044205,湖北康源药业有限公司,湖北省鄂州葛店经济技术开发区,湖北康源药业有限公司,"湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省鄂州市葛店经济技术开发区变更为湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号",湖北省药品监督管理局,2024-06-27,已备案,详情
蒙备2024024305,养阴清肺丸,国药准字Z15020503,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"1.申请养阴清肺丸生产地址名称表述变更，由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
2.申请养阴清肺丸“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装，9g/丸×10丸/板×1板/盒”包装规格的说明书、包装标签的重新备案。具体变更内容如下：
养阴清肺丸药品说明书、包装标签【上市许可持有人/生产企业】项下生产地址由“内蒙古五原县隆兴昌镇团结路”变更为“内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路”。
养阴清肺丸内标签“【产品批号】”变更为“【产品批号】见边缘处”，“【有效期】36个月”变更为“【有效期至】见边缘处”。
规范养阴清肺丸药品说明书中的内容：【包装】项下“药用铝塑包装”修订为“药品包装用铝箔和聚氯乙烯固体药用硬片泡罩包装”；“9克×10丸/盒”修订为“每丸重9克，每板装10丸，每盒装1板”；
【执行标准】修订为“《中国药典》2020年版一部”；其余内容皆按照相关法规要求，重新进行设计。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-27,已备案,详情
吉备2024024472,骨刺消痛胶囊,国药准字Z14021849,吉林特研药业有限公司,吉林市左家镇资源路3号,吉林特研药业有限公司,吉林市左家镇资源路3号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由山西华元医药生物技术有限公司变更为吉林特研药业有限公司;生产企业地址由山西省朔州怀仁县高新技术工业园区变更为吉林市左家镇资源路3号,吉林省药品监督管理局,2024-06-27,已备案,详情
桂备2024023989,健脾糖浆,国药准字Z45020956,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,恒拓集团南宁仁盛制药有限公司,广西-东盟经济技术开发区长岗大道69号,"一、说明书
120毫升/瓶：
新设计的说明书，版面调整，增加图案、商标和销售电话，其余内容均不变。
二、包装标签
120毫升/瓶：
内标签瓶签和外包装盒子均为新设计式样，版面不同商标变更，盒子增加销售电话，其余文字内容均符合国家药监局24号令及健脾糖浆质量标准要求，并与备案说明书文字内容保持一致。",广西壮族自治区药品监督管理局,2024-06-27,已备案,详情
冀备2024024242,碳酸镧咀嚼片,国药准字H20243739,仁合益康集团有限公司,河北省石家庄市赵县新寨店镇工业园区海兴路7号,河北仁合益康药业有限公司,石家庄市赵县工业园区海兴路,申请备案本品有效期变更为24个月。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-27,已备案,详情
皖备2024023205,注射用人生长激素5个规格,国药准字S20093033,安徽安科生物工程（集团）股份有限公司,安徽省合肥市长江西路669号高新区海关路K-1,安徽安科生物工程（集团）股份有限公司,合肥市长江西路669号高新区海关路K-1；合肥市高新区海关路4号,申请变更注射用人生长激素5个规格制剂所用原液的质量标准（注册标准号：YBS00032020）：1、修订宿主菌DNA残留量标准限度的描述；2、缩紧高分子蛋白质含量标准限度。变更后的原液宿主菌DNA残留量及高分子蛋白质含量的标准限度均与标准号为YBS00292022的相应检项保持一致。具体药品规格信息如下：1. 规格：4IU/1.33mg/支，国药准字S19990021；2. 规格：4.5IU/1.5mg/支， 国药准字S20063010；3. 规格：6IU/2mg/支，国药准字S20093035；4. 规格：10IU/3.33mg/支，国药准字S20093034 ；5.规格： 16IU/5.33mg/支， 国药准字S20093033。,安徽省药品监督管理局,2024-06-27,已备案,详情
吉备2024024434,西黄丸,国药准字Z22024622,长春雷允上药业有限公司,长春市前进大街火炬路833号,长春雷允上药业有限公司,长春市隆北路1288号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由吉林省鑫辉药业有限公司变更为长春雷允上药业有限公司;生产企业地址由辽源市帽山大街66号变更为长春市隆北路1288号,吉林省药品监督管理局,2024-06-27,已备案,详情
吉备2024024217,磷酸奥司他韦胶囊,国药准字H20243161,吉林敖东洮南药业股份有限公司,吉林省洮南经济开发区兴业路2999号,吉林敖东洮南药业股份有限公司,吉林省洮南经济开发区兴业路2999号,申请增加磷酸奥司他韦胶囊（国药准字：H20243161）的原料药“磷酸奥司他韦”供应商湖南九典宏阳制药有限公司（登记号：Y20210000419）进行备案。,吉林省药品监督管理局,2024-06-27,已备案,详情
陕备2024024133,茸地益肾口服液,国药准字B20020549,陕西白鹿制药股份有限公司,陕西省三原县陵前镇,陕西白鹿制药股份有限公司,陕西省三原县陵前镇,"1、将【不良反应】“尚不明确”修订为“【不良反应】文献数据显示，本品所含药味可见口干、腹泻、胃肠不适、皮疹、失眠、头痛、头晕目赤，心悸、肝生化指标异常等不良反应。”
2、将【禁 忌】“儿童、孕妇禁用。”修订为“【禁忌】 1.儿童、孕妇禁用。 2.对花粉过敏者禁用。 3.对本品及所含成份过敏者禁用。”
3、将【注意事项】“1. 忌辛辣、生冷、油腻食物。2. 感冒发热病人不宜服用。3. 本品宜饭前服用。4. 高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。5. 服药 2 周症状无缓解，应去医院就诊6. 对花粉及本品过敏者禁用，过敏体质者慎用。7. 本品性状发生改变时禁止使用。8. 请将本品放在儿童不能接触的地方。9. 如正在使用其他药品，使用本品前请咨询医师或药师。”修订为“【注意事项】 1.忌辛辣、生冷、油腻食物。 2.感冒发热病人不宜服用。 3.阴虚火旺者不宜服用。 4.本品宜饭后服用。 5.高血压、心脏病、肝病、糖尿病、肾病等患者应在医师指导下服用。 6.服药2周症状无缓解，应去医院就诊。 7.过敏体质者慎用。 8.本品含人参，不宜与含藜芦、五灵脂、莱菔子的制剂或成药同时服用。 9.本品性状发生改变时禁止使用。 10.请将本品放在儿童不能接触的地方。 11.如正在使用其他药品，使用本品前请咨询医师或药师。”",陕西省药品监督管理局,2024-06-27,已备案,详情
鄂备2024024405,伤痛宁膏,国药准字Z20055491,湖北康源药业有限公司,湖北省鄂州葛店经济技术开发区,湖北康源药业有限公司,"湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省鄂州市葛店经济技术开发区变更为湖北省鄂州市葛店经济技术开发区,湖北省鄂州市葛店经济开发区药谷二路3号",湖北省药品监督管理局,2024-06-27,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
冀备2024024416,硫酸镁注射液,国药准字H20247129,河北天成药业股份有限公司,沧州经济技术开发区金光大街18号,河北天成药业股份有限公司,沧州经济技术开发区兴业路51号,申请备案本品硫酸镁注射液变更有效期（有效期变更为“18个月”）信息。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品的安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-27,已备案,详情
粤备2024023719,盆炎净片,国药准字Z20050705,广州诺金制药有限公司,广州经济技术开发区永和经济区田园西路37号,广州诺金制药有限公司,广州经济技术开发区永和经济区田园西路37号,根据《药品说明书和标签管理规定》（局令第24号）规定，列明辅料“胃溶型薄膜包衣预混剂”。,广东省药品监督管理局,2024-06-27,已备案,详情
Y冀备2024024372,达格列净,Y20220000818,无,无,河北国龙制药有限公司,河北省石家庄经济技术开发区兴业街9号,申请备案本品有效期变更为“24个月”。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-27,已备案,详情
鲁备2024023778,注射用唑来膦酸浓溶液,国药准字H20243783,山东新时代药业有限公司,山东费县北外环路1号,山东新时代药业有限公司,山东费县北外环路1号,本品说明书和包装标签中增加“通过一致性评价”标识。,山东省药品监督管理局,2024-06-27,已备案,详情
鲁备2024023534,乳果糖口服溶液,国药准字H20074010,莱阳市江波制药有限责任公司,山东省莱阳市经济开发区隆茂街中段,莱阳市江波制药有限责任公司,莱阳市经济开发区隆茂街中段,增加乳果糖口服溶液原料药乳果糖浓溶液供应商，在供应商Resolution Chemicals Limited（登记号：Y20190009299）的基础上增加供应商Fresenius Kabi Austria GmbH（登记号：Y20180001733）。,山东省药品监督管理局,2024-06-27,已备案,详情
粤备2024023704,注射用头孢地嗪钠,国药准字H20041613,丽珠集团丽珠制药厂,珠海市金湾区创业北路38号,华北制药河北华民药业有限责任公司,石家庄经济技术开发区海南路98号,本品有效期由“18个月”变更为“24个月”。,广东省药品监督管理局,2024-06-27,已备案,详情
冀备2024024450,氯化钾注射液,国药准字H20184082,河北天成药业股份有限公司,沧州经济技术开发区金光大街18号,河北天成药业股份有限公司,沧州经济技术开发区兴业路51号,"申请备案本品使用“通过一致性评价”标识。申请人对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-06-27,已备案,详情
粤备2024023786,阿达木单抗注射液,国药准字S20217001,百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,百奥泰生物制药股份有限公司,广州市黄埔区永和经济开发区摇田河大街155号,生产用物料碳酸氢钠和盐酸赖氨酸的质量标准变更。,广东省药品监督管理局,2024-06-27,已备案,详情
京备2024021584,奥硝唑注射液,国药准字H20183496,北京双鹭药业股份有限公司,北京市海淀区阜石路69号碧桐园1号楼4层,北京双鹭药业股份有限公司,北京市昌平区科技园区利祥路2号,变更奥硝唑注射液的有效期，由24个月延长至36个月。同步修订本品说明书和质量标准中【有效期】项下内容。,北京市药品监督管理局,2024-06-28,已备案,详情
浙备2024022973,猪源纤维蛋白粘合剂,国药准字S20120009,浙江赛灵特医药科技有限公司,浙江省杭州市余杭区黄湖镇兴湖路9号,浙江赛灵特医药科技有限公司,浙江省杭州市余杭区黄湖镇兴湖路9号,"1、变更直接接触药品的包装材料和容器：由低硼硅玻璃管制注射剂瓶变更为中硼硅玻璃管制注射剂瓶（杭州耀元玻璃有限公司，登记号 B20190004733，登记状态A）。
2、增加注射液用溴化丁基橡胶塞供应商：湖北华强科技股份有限公司，登记号B20190006255，登记状态A。 
3、增加注射用冷冻干燥（无菌粉末）用氯化丁基橡胶塞供应商：湖北华强科技股份有限公司，登记号B20190008418，登记状态A。",浙江省药品监督管理局,2024-06-28,已备案,详情
京备2024019334,氟伐他汀钠缓释片,国药准字H20090179,北京诺华制药有限公司,北京市昌平区永安路31号,北京诺华制药有限公司,北京市昌平区永安路31号,变更氟伐他汀钠缓释片的有效期，由24个月延长至36个月。同步修订本品说明书和质量标准中【有效期】项下相关内容。,北京市药品监督管理局,2024-06-28,已备案,详情
滇备2024024316,复方丹参片,国药准字Z53020971,云南铭鼎药业有限公司,云南省楚雄高新区庄甸医药园区,云南铭鼎药业有限公司,云南省楚雄高新区庄甸医药园区,依据药品注册管理办法及变更生产场地要求，生产品种：复方丹参片（规格：薄膜衣大片，每片重0.8g(相当于饮片1.8g），包装规格：75片/瓶/盒；商标：蜀汉本草）的包装标签、说明书变更“注册地址和生产地址”相关信息，即：注册地址由：云南省楚雄州楚雄市经济开发区永安路443号，变更为：云南省楚雄高新区庄甸医药园区；生产地址由：云南省楚雄州楚雄市经济开发区永安路443号，变更为：云南省楚雄高新区庄甸医药园区。,云南省药品监督管理局,2024-06-28,已备案,详情
苏备2024024289,非诺贝特片（Ⅲ）,国药准字H20243565,江苏必易生物科技有限公司,江苏省南通市海门区临江镇洞庭湖路100号A8楼,广州玻思韬控释药业有限公司,广州市黄埔区瑞祥路228号,根据批准的说明书修订包装标签，包装标签中贮藏内容由“30℃以下干燥处保存。请将本品放在儿童不能接触的地方。”修改为“密封，不超过30℃保存。”,江苏省药品监督管理局,2024-06-28,已备案,详情
京备2024023010,注射用盐酸丁卡因,国药准字H20093124,悦康药业集团股份有限公司,北京市北京经济技术开发区宏达中路6号,悦康药业集团股份有限公司,北京市北京经济技术开发区科创七街11号,注射用盐酸丁卡因（规格：50mg，批准文号：国药准字H20093124），已完成品种的生产场地变更，生产场地由“北京市北京经济技术开发区宏达中路6号”变更为“北京市北京经济技术开发区科创七街11号（冻干四车间：冻干生产线）“，此次备案内容为上述场地变更的关联变更：变更生产设备，工艺参数适应性调整，批量为4.8万支/批。,北京市药品监督管理局,2024-06-28,已备案,详情
滇备2024024309,复方丹参片,国药准字Z53020971,云南铭鼎药业有限公司,云南省楚雄高新区庄甸医药园区,云南铭鼎药业有限公司,云南省楚雄高新区庄甸医药园区,依据药品注册管理办法及变更生产场地要求，生产品种：复方丹参片（规格：薄膜衣大片，每片重0.8g(相当于饮片1.8g），包装规格：50片/瓶/盒；商标：万通）的包装标签、说明书变更“注册地址和生产地址”相关信息，即：注册地址由：云南省楚雄州楚雄市经济开发区永安路443号，变更为：云南省楚雄高新区庄甸医药园区；生产地址由：云南省楚雄州楚雄市经济开发区永安路443号，变更为：云南省楚雄高新区庄甸医药园区。,云南省药品监督管理局,2024-06-28,已备案,详情
苏备2024024485,注射用哌拉西林钠,国药准字H20234280,南京丰恺思药物研发有限公司,南京市栖霞区仙林街道纬地路9号29栋925室,江苏海宏制药有限公司,镇江新区机电工业园,根据质量标准YBH14372023制定了稳定性考察方案，稳定性数据结果符合方案要求，本品有效期由24个月延长至30个月，说明书按规定修订。,江苏省药品监督管理局,2024-06-28,已备案,详情
辽备2024024447,硫酸羟氯喹片,国药准字H20243446,沈阳欣瑞制药有限公司,中国（辽宁）自由贸易试验区沈阳片区全运五路33-19号 1门、2门、3门，33-32号1门,沈阳欣瑞制药有限公司,中国（辽宁）自由贸易试验区沈阳片区全运五路33-19号 1门、2门、3门，33-32号1门,标签说明书中增加“通过一致性评价”标识,辽宁省药品监督管理局,2024-06-28,已备案,详情
甘备2024023781,二十五味肺病丸,国药准字Z62020621,甘肃佛阁藏药有限公司,甘肃省定西市临洮县洮阳镇奇正路1号,"甘肃奇正藏药有限公司,甘肃佛阁藏药有限公司","甘肃省兰州市榆中县城关镇奇正路1号,甘肃省定西市临洮县洮阳镇奇正路1号",按照国家市场监督管理总局《药品注册管理办法》（局令第27号）、原国家食品药品监督管理局24号令、《药品上市后变更管理办法（试行）》的公告（2021年第8号）等有关规定，企业对二十五味肺病丸包装规格为“铝塑板：6丸/板×3板/盒。”的说明书、包装标签进行变更。自行生产和委托生产的说明书具体变更内容如下：上市许可持有人注册地址由“甘肃省定西市临洮县洮阳镇河口村洮河西路1号”变更为“甘肃省定西市临洮县洮阳镇奇正路1号”；注册地址仅为名称变更，未发生实质性变化；联系电话由“0941-8253887”变更为“0932-6949666”；传真由“0941-8253198”变更为“0932-6949666”。自行生产的生产企业为“甘肃佛阁藏药有限公司”；生产地址为“甘肃省定西市临洮县洮阳镇奇正路1号”。 委托生产的说明书中生产企业相关信息无变更。自行生产的包装标签生产企业为“甘肃佛阁藏药有限公司”。此次变更不涉及委托生产的包装标签变更。,甘肃省药品监督管理局,2024-06-27,已备案,详情
滇备2024024272,口服I型+III型脊髓灰质炎减毒活疫苗(人二倍体细胞),国药准字S20180012,中国医学科学院医学生物学研究所,云南省昆明市茭菱路935号,中国医学科学院医学生物学研究所,云南省昆明高新区马金铺灯盏花街168号,本备案申请对我所产品大箱上的“产品批号、生产日期、有效期至、药品追溯码”的印刷方式进行变更。变更前我所采用将“产品批号、生产日期、有效期至”三个项目印刷在大箱上，在包装生产时将产品的“生产批号、生产日期、有效期至”的实际生产信息喷墨打印至大箱上，同时将“药品追溯码”打印在一张标签纸上贴于大箱固定位置。变更后我所采用将“产品批号、生产日期、有效期至、药品追溯码”四个项目印刷在标签上，在包装生产时将产品的“生产批号、生产日期、有效期至”的实际产信息喷墨打印至标签上，将标签贴于大箱固定位置 。,云南省药品监督管理局,2024-06-28,已备案,详情
吉备2024024568,清咳平喘颗粒,国药准字Z20040047,长春雷允上药业有限公司,吉林省长春市高新开发区前进大街火炬路833号,长春雷允上药业有限公司,长春市隆北路1288号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药品监督管理局药品补充申请批准通知书（通知书编号：2024B02690）相关规定变更铝塑复合膜包装，2袋/盒、3袋/盒、6袋/盒药品说明书、标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责说明书、标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-28,已备案,详情
粤备2024023646,元胡止痛片,国药准字Z44020142,广州白云山花城药业有限公司,广州市黄埔区九佛街佛田北路48号,广州白云山花城药业有限公司,广州市黄埔区九佛街佛田北路48号,根据国家药监局关于修订元胡止痛制剂说明书的公告（2024年第40号），对元胡止痛片处方药药品说明书【不良反应】、【禁忌】、【注意事项】项进行统一修订。,广东省药品监督管理局,2024-06-28,已备案,详情
鲁备2024023667,维生素B6注射液,国药准字H20058778,山东益健药业有限公司,济宁高新区第七工业园,"山东益健药业有限公司,辰欣药业股份有限公司","济宁高新区黄屯镇第七工业园A区,济宁高新区海川路",1、维生素B6注射液（批准文号：国药准字H20058778，规格：2ml：0.1g），申请增加委托生产。受托生产企业：辰欣药业股份有限公司，受托生产地址：济宁高新区海川路，车间和生产线：202车间2线。2、生产地址变更的同时，部分工艺参数发生变更，新生产场地生产产品的说明书和标签中的生产场地信息进行相应修订。,山东省药品监督管理局,2024-06-28,已备案,详情
苏备2024024618,磷酸奥司他韦胶囊,国药准字H20223349,江苏诺泰澳赛诺生物制药股份有限公司,连云港经济技术开发区临浦路28号,江苏诺泰澳赛诺生物制药股份有限公司,连云港经济技术开发区临浦路28号,根据质量标准YBH05402022，制定了稳定性考察方案，稳定性数据结果符合方案要求，现将本品有效期由36个月变更为48个月。,江苏省药品监督管理局,2024-06-28,已备案,详情
滇备2024024269,冻干甲型肝炎减毒活疫苗,国药准字S20060007,中国医学科学院医学生物学研究所,云南省昆明市茭菱路935号,中国医学科学院医学生物学研究所,云南省昆明高新区马金铺灯盏花街168号,本备案申请对我所产品大箱上的“产品批号、生产日期、有效期至、药品追溯码”的印刷方式进行变更。变更前我所采用将“产品批号、生产日期、有效期至”三个项目印刷在大箱上，在包装生产时将产品的“生产批号、生产日期、有效期至”的实际生产信息喷墨打印至大箱上，同时将“药品追溯码”打印在一张标签纸上贴于大箱固定位置。变更后我所采用将“产品批号、生产日期、有效期至、药品追溯码”四个项目印刷在标签上，在包装生产时将产品的“生产批号、生产日期、有效期至”的实际产信息喷墨打印至标签上，将标签贴于大箱固定位置 。,云南省药品监督管理局,2024-06-28,已备案,详情
京备2024023703,甘精胰岛素注射液,国药准字S20194001,甘李药业股份有限公司,北京市通州区漷县镇南凤西一路8号,甘李药业股份有限公司,北京市通州区漷县镇南凤西一路8号,新增甘精胰岛素注射液的辅料甘油原供应商Aug.Hedinger GmbH & CO.KG所产85%甘油（登记号为：F20180000410，登记状态为“A”）。,北京市药品监督管理局,2024-06-28,已备案,详情
苏备2024024370,奥氮平氟西汀胶囊,国药准字H20233846,江苏长泰药业股份有限公司,泰州市中国医药城南坝塘路1号,江苏长泰药业股份有限公司,泰州市中国医药城南坝塘路1号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品的包装材料在原“口服固体药用高密度聚乙烯瓶，附带固体药用纸袋装硅胶干燥剂。14粒/瓶，30粒/瓶”的基础上，增加“聚氯乙烯/低密度聚乙烯固体药用复合硬片和纸/聚乙烯药品包装用复合膜包装，附带固体药用纸袋装硅胶干燥剂，外套聚酯/铝/聚乙烯药用复合膜袋。7粒/板，2板/袋，1袋/盒”，有效期为24个月。,江苏省药品监督管理局,2024-06-28,已备案,详情
鲁备2024024000,盐酸多奈哌齐口崩片,国药准字H20243640,迪沙药业集团有限公司,威海经技区青岛南路-1-4号,迪沙药业集团有限公司,威海经济技术开发区崮山镇东安路399号,说明书和标签均增加“通过一致性评价”标识。,山东省药品监督管理局,2024-06-28,已备案,详情
苏备2024024561,克林霉素磷酸酯凝胶,国药准字H10970005,苏州第四制药厂有限公司,江苏省常熟市海虞镇海新路2号,苏州第四制药厂有限公司,江苏省常熟市海虞镇海新路2号,根据《已上市化学药品药学变更研究技术指导原则（试行）》，本品原料药“克林霉素磷酸酯”的供应商在“浙江海翔川南药业有限公司” 的基础上增加“新宇药业股份有限公司”。,江苏省药品监督管理局,2024-06-28,已备案,详情
吉备2024024226,环磷腺苷葡胺注射液,国药准字H20057048,长春大政药业科技有限公司,长春经济开发区兴隆山镇长哈公路5公里处,长春大政药业科技有限公司,长春经济开发区兴隆山镇长哈公路5公里处,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局关于修订环磷腺苷葡胺注射剂说明书的公告（2024年第71号）相关规定变更低硼硅玻璃安瓿，6支/盒药品说明书、标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责说明书、标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-28,已备案,详情
京备2024023579,聚乙二醇化人粒细胞刺激因子注射液,国药准字S20230049,北京双鹭药业股份有限公司,北京市海淀区阜石路69号碧桐园1号楼4层,北京双鹭药业股份有限公司,北京市石景山区八大处高科技园区中园路 9 号,在聚乙二醇化人粒细胞刺激因子注射液原包装规格的基础上，增加“2瓶/盒”的包装规格，同步修订药品说明书、标签中的相应内容。,北京市药品监督管理局,2024-06-28,已备案,详情
苏备2024024285,泽美洛韦玛佐瑞韦单抗注射液,国药准字S20240022,兴盟生物医药（苏州）有限公司,苏州工业园区桑田街218号生物产业园5号楼,兴盟生物医药（苏州）有限公司,苏州工业园区桑田街218号生物产业园5号楼,药品注册批准证明文件附件《泽美洛韦玛佐瑞韦单抗注射液药品注册标准》（YBS00372024）的文字性修订，概述部分修改为与《制造及检定规程》一致，无实质性变更。,江苏省药品监督管理局,2024-06-28,已备案,详情
苏备2024024315,西妥昔单抗β注射液,国药准字S20240025,泰州迈博太科药业有限公司,泰州市中国医药城口泰路西侧、陆家路东侧G79幢,泰州迈博太科药业有限公司,泰州市中国医药城口泰路西侧、陆家路东侧G79幢,根据质量标准YBS00402024制定稳定性考察方案，稳定性数据符合方案要求，现将本品效期由18个月延长至24个月，同步更新说明书、质量标准、制造及检定规程的相应内容。,江苏省药品监督管理局,2024-06-28,已备案,详情
