备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
粤备2024020845,普拉洛芬滴眼液,国药准字H20243778,广东华南药业集团有限公司,东莞市石龙镇西湖工业区信息产业园,杭州民生药业股份有限公司,浙江省杭州市临平区东湖街道临平大道36号,在说明书和包装标签中增加“通过一致性评价”标识。,广东省药品监督管理局,2024-06-05,已备案,详情
黑备2024017710,替硝唑氯化钠注射液,国药准字H20045798,黑龙江博宇制药有限公司,黑龙江省庆安县东城区,黑龙江博宇制药有限公司,黑龙江省庆安县东城区,依据国家药品监督管理局发布的《国家药监局关于修订替硝唑注射剂说明书的公告（2024年第31号）》相关要求，修订替硝唑氯化钠注射液说明书【黑框警告】、【不良反应】、【禁忌】、【注意事项】、【药物相互作用】、【药物过量】项。,黑龙江省药品监督管理局,2024-06-05,已备案,详情
京备2024019028,氧,国药准字H11022573,北京东方医用气体有限公司,北京市通州区星湖工业区内西环路东侧,北京东方医用气体有限公司,北京市通州区星湖工业区内西环路东侧,新增氧（批准文号：国药准字H11022573）原料药氧（液态）的供应商为山西任昊气体科技有限公司(国药准字H20243465）。,北京市药品监督管理局,2024-06-05,已备案,详情
京备2024017290,葡萄糖酸钙注射液,国药准字H20234234,华夏生生药业（北京）有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号,华夏生生药业（北京）有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号,葡萄糖酸钙注射液（规格50ml：5g（按C₁₂H₂₂CaO₁₄计），批准文号：国药准字H20234234）因药品生产许可证变更，更新药品注册批准文件载明的生产地址。生产地址由北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号3车间软袋线增加为北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街16号2车间2线；关联变更：1、变更生产批量：由310L/批变更为1650L/批。2、生产工艺参数和生产设备做相应调整。3、原料药葡萄糖酸钙新增供应商山东欣宏药业有限公司，登记号为Y20190006968，登记状态为A。4、辅料四水合葡萄糖二酸钙新增供应商山东惠生堂生物医药有限公司，登记号为 F20190000201，登记状态为A。5、包装材料聚酯/铝/聚乙烯药用复合膜、袋新增供应商四川中金医药包装有限公司，登记号B20180000118，登记状态为A。,北京市药品监督管理局,2024-06-05,已备案,详情
京备2024019432,玻璃酸钠滴眼液,国药准字H20233521,北京诺思兰德生物技术股份有限公司,北京市海淀区上地开拓路5号A406室,北京汇恩兰德制药有限公司,北京市通州区靓丽五街3号院7号楼,变更玻璃酸钠滴眼液（国药准字H20233521）的有效期，由24个月延长至36个月。同步修订本品说明书和质量标准中【有效期】项下内容。,北京市药品监督管理局,2024-06-05,已备案,详情
琼备2024021108,注射用盐酸多西环素,国药准字H20080630,海口奇力制药股份有限公司,海口市秀英区药谷二路8号,海口奇力制药股份有限公司,海口市秀英区药谷二路8号,申请将本品有效期由18个月延长至24个月。,海南省药品监督管理局,2024-06-05,已备案,详情
新备2024020656,参葛补肾胶囊,国药准字Z20220008,新疆华春生物药业股份有限公司,新疆乌鲁木齐高新区(新市区)长春中路街道长春南路588号苏杭明珠花园小区5号楼2层,国药集团德众（佛山）药业有限公司,佛山市禅城区佛平路89号,一、《药品注册证书》的【上市许可持有人】的【地址】变更； 由【新疆乌鲁木齐市高新区（新市区）北京南路370号银通大厦1栋9层2】变更为【新疆乌鲁木齐高新区（新市区）长春中路街道长春南路588号苏杭明珠花园小区5号楼2层】 二、外盒标签做了如下修订： 1.56粒包装规格由原尺寸【高80mm×宽50mm】变更为【高85mm×宽50mm】；32粒包装规格由原尺寸【长135mm×宽80mm×高40mm】变更为【长145mm×宽80mm×高40mm】； 2.将参葛补肾胶囊包装材料为“聚氯乙烯固体药用硬片、药用铝箔”的包装标签上的通用名称文字颜色变更，由【蓝色】变更为【黑色】； 3.修改【药品上市许可持有人】项下【联系电话】由【0991-3853900】变更为【400-1100-796】。 4.修改【药品上市许可持有人】项下【注册地址】由【新疆乌鲁木齐市高新区（新市区）北京南路 370号银通大厦1栋9层2】变更为【新疆乌鲁木齐高新区(新市区)长春中路街道长春南路588号苏杭明珠花园小区5号楼2层】。 5.增加【药品上市许可持有人】项下【传真】信息，传真：0991-3693662。 三、说明书做了如下修订 1 将【药品上市许可持有人】项下【联系方式】由【0991-3853900】变更为【400-1100-796】； 2 将【药品上市许可持有人】项下【注册地址】由【新疆乌鲁木齐市高新区（新市区）北京南路 370 号银通大厦1栋9层2】变更为【新疆乌鲁木齐高新区(新市区)长春中路街道长春南路588号苏杭明珠花园小区5号楼2层】； 3 增加【药品上市许可持有人】项下的【网址】信息，网址：http://www.xjhcyy.com/。,新疆维吾尔自治区药品监督管理局,2024-06-05,已备案,详情
京备2024017451,同仁安神丸,国药准字Z11020024,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街33号,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区生物医药产业基地天贵大街33号，北京市昌平区东三旗北八仙庄,因药品生产许可证变更，更新药品注册批准文件载明的生产企业地址。生产企业地址由“（1）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（3）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线1/2、蜜丸包装车间：手工包装生产线）；（4）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线1/2、蜜丸包装车间：手工包装生产线）。”，变更为“（1）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（3）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线2、蜜丸包装车间：手工包装生产线）。”,北京市药品监督管理局,2024-06-05,已备案,详情
滇备2024020805,消炎退热颗粒,国药准字Z53020486,云南龙发制药股份有限公司,云南省楚雄市鹿城南路384号,云南龙发制药股份有限公司,云南省楚雄市鹿城南路384号,"消炎退热颗粒（12×10克/袋/盒，100盒/箱）说明书及标签备案：
（1）生产企业由原“委托方企业名称：云南龙发制药有限公司 注册地址：云南省楚雄市鹿城南路384号 受托方企业名称：云南龙润药业有限公司 生产地址：云南省昆明市高新技术产业开发区海源北路1299号”修改为：“企业名称：云南龙发制药股份有限公司 生产地址：云南省楚雄市鹿城南路384号”，网址由原“http:/www.longfar.cc”变更为：“longfar.net”。
（2）【执行标准】由“《中国药典》2010年版一部”变更为“《中国药典》2020年版一部”。
（3）增加【药品上市许可持有人】项相关信息：【药品上市许可持有人】云南龙发制药股份有限公司，注册地址：云南省楚雄市鹿城南路384号。
（4）根据市场营销需要，变更包装标签图案，增加药品追溯码。",云南省药品监督管理局,2024-06-05,已备案,详情
Y皖备2024019951,头孢呋辛酯,国药准字H20030888,无,无,安徽丰原利康制药有限公司,安徽省蚌埠市高新技术开发区,变更头孢呋辛酯萃取过程所使用的生产设备。原工艺中萃取使用的设备为萃取釜，通过静置分层，然后分液，实现物料的萃取。现在萃取设备变更为离心萃取机，使用离心萃取机进行分层分液。其中设备材质、设计和工作原理发生变化，原料药杂质谱或关键理化性质（如粒度、晶型等）不变。,安徽省药品监督管理局,2024-06-05,已备案,详情
渝备2024020410,氯化钠注射液,国药准字H20033147,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,增加海安县健民橡塑有限公司为氯化钠注射液（100ml:0.9g）多层共挤输液袋用聚丙烯双口管接口和塑料输液容器用聚丙烯易折式组合盖的包材供应商。,重庆市药品监督管理局,2024-06-05,已备案,详情
黑备2024020927,西沙必利胶囊,国药准字H20020655,黑龙江省地纳制药有限公司,黑龙江省庆安县新胜工业开发区,黑龙江省地纳制药有限公司,黑龙江省庆安县新胜工业开发区,根据《国家药监局关于修订西沙必利口服制剂说明书的公告》（2024年第32号）文件要求修订西沙必利胶囊说明书，修订内容：【警示语】、【不良反应】、【注意事项】项内容。,黑龙江省药品监督管理局,2024-06-05,已备案,详情
滇备2024021010,血塞通软胶囊,国药准字Z20040016,昆药集团股份有限公司,云南省昆明市高新技术产业开发区科医路166号,昆药集团股份有限公司,云南省昆明市西郊七公里,"修改血塞通软胶囊【规格：每粒装0.55g（含三七总皂苷100mg）,包装规格：每瓶60粒】说明书及包装标签版面设计；说明书及包装标签中新增“777”商标、【上市许可持有人】项下注册地址由原“昆明市高新技术产业开发区科医路166号”修订为“云南省昆明市高新技术产业开发区科医路166号”。",云南省药品监督管理局,2024-06-05,已备案,详情
鲁备2024020576,氯化钾注射液,国药准字H20184029,山东华鲁制药有限公司,山东省聊城市茌平区振兴街道华鲁街1号,山东华鲁制药有限公司,山东省聊城市茌平区振兴街道华鲁街1号,标签和说明书中使用一致性评价标识，其他内容按原批准内容。,山东省药品监督管理局,2024-06-05,已备案,详情
浙备2024021059,盐酸格拉司琼片,国药准字H10970239,福安药业集团宁波天衡制药有限公司,浙江省宁波市镇海区招宝山街道安平路366号,福安药业集团庆余堂制药有限公司,重庆市渝北区黄杨路2号,设计规范格式的说明书和包装标签，并在说明书和小盒中增加“通过一致性评价”标识。,浙江省药品监督管理局,2024-06-05,已备案,详情
皖备2024021097,注射用头孢米诺钠,国药准字H20053807,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,国药集团国瑞药业有限公司,安徽省淮南市经济技术开发区朝阳东路16号,本公司产品注射用头孢米诺钠通过仿制药一致性评价，根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告（2017年100号）》要求，在其说明书、包装标签使用“通过一致性评价”标识，其他内容不做修改。,安徽省药品监督管理局,2024-06-05,已备案,详情
京备2024019498,鲑降钙素鼻喷雾剂,国药准字H20030905,银谷制药有限责任公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号18A,银谷制药有限责任公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号18A,鲑降钙素鼻喷雾剂（国药准字：H20030905；规格：1.3ml：288.86µg，每喷含鲑降钙素20µg，每瓶7喷，每喷重量为90㎎）的有效期，由暂定24个月延长至36个月。同步修订本品说明书和质量标准中【有效期】项下内容。,北京市药品监督管理局,2024-06-05,已备案,详情
京备2024019429,左乙拉西坦缓释片,国药准字H20243194,华润赛科药业有限责任公司,北京市朝阳区百子湾西里402号楼21层2111,华润赛科药业有限责任公司,北京市通州区中关村科技园光机电基地经海七路3号,根据原国家食品药品监督管理总局《关于仿制药质量和疗效一致性评价工作有关事项的公告》 （2017年第100号）要求，在左乙拉西坦缓释片(国药准字H20243194)的说明书和包装标签上增加“仿制药一致性评价”标识。,北京市药品监督管理局,2024-06-05,已备案,详情
皖备2024021269,肝素钠注射液,国药准字H34020440,马鞍山丰原制药有限公司,安徽省马鞍山市经济技术开发区梅山路1503号,马鞍山丰原制药有限公司,马鞍山经济技术开发区梅山路1503号,申请增加肝素钠注射液原料药供应商河北常山生化药业股份有限公司,安徽省药品监督管理局,2024-06-05,已备案,详情
川备2024003661,甲钴胺片,国家准字H20243019,成都通德药业有限公司,成都海峡两岸科技产业开发园柳台大道B段,成都通德药业有限公司,成都海峡两岸科技产业开发园柳台大道B段,申请本品有效期由12个月延长至24个月，说明书和包装标签相应作出修订。,四川省药品监督管理局,2024-06-05,已备案,详情
渝备2024020415,葡萄糖注射液,国药准字H20033142,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,增加海安县健民橡塑有限公司为葡萄糖注射液（250ml:12.5g）多层共挤输液袋用聚丙烯双口管接口和塑料输液容器用聚丙烯易折式组合盖的包材供应商。,重庆市药品监督管理局,2024-06-05,已备案,详情
渝备2024020355,葡萄糖注射液,国药准字H20033143,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,增加海安县健民橡塑有限公司为葡萄糖注射液（100ml:5g）多层共挤输液袋用聚丙烯双口管接口和塑料输液容器用聚丙烯易折式组合盖的包材供应商。,重庆市药品监督管理局,2024-06-05,已备案,详情
吉备2024021373,元胡止痛片,国药准字Z20064359,吉林敖东延边药业股份有限公司,吉林省敦化市敖东大街2158号,吉林敖东延边药业股份有限公司,吉林省敦化经济开发区敖东工业园,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及国家药监局关于修订元胡止痛制剂说明书的公告（2024年第40号）相关规定变更药用铝箔，聚氯乙烯固体药用硬片，12片×3板/盒药品说明书，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-06-05,已备案,详情
苏备2024020993,福多司坦口服溶液,国药准字H20234185,江苏正大丰海制药有限公司,江苏省盐城市大丰区南翔西路266号,"江苏欧歌制药有限公司,江苏正大丰海制药有限公司","盐城市滨海县滨海医药产业园新安大道799-6号,江苏省盐城市大丰区南翔西路266号",福多斯坦口服溶液（100ml：8g）变更生产场地，生产场地由“江苏省盐城市滨海县滨海医药产业园新安大道799-6号（口服溶液制剂车间配制灌装线一）”变更为“江苏省盐城市滨海县滨海医药产业园新安大道799-6号（口服溶液制剂车间配制灌装线一）、江苏省盐城市大丰区南翔西路 266 号(制剂七车间口服液生产线)”，该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,江苏省药品监督管理局,2024-06-05,已备案,详情
琼备2024021250,硫酸特布他林雾化吸入用溶液,国药准字H20243519,海南葫芦娃药业集团股份有限公司,海南省海口市海口国家高新区药谷工业园二期药谷四路8号,海南葫芦娃药业集团股份有限公司,海南省海口市海口国家高新区药谷工业园二期药谷四路8号,根据国家局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号）的相关要求，在硫酸特布他林雾化吸入用溶液（规格：2ml:5mg）药品说明书和标签中增加“通过一致性评价”标识。,海南省药品监督管理局,2024-06-05,已备案,详情
赣备2024016007,归脾丸,国药准字Z36021047,江西民济药业有限公司,江西省宜春市铜鼓县迎宾大道168号,江西民济药业有限公司,江西省铜鼓县迎宾大道168号,江西民济药业有限公司品种归脾丸（国药准字Z36021047）由于长期未生产及改变生产场地后恢复生产上市，经江西省药品监督管理局现场检查和抽样检验，结果均符合规定，同意归脾丸（国药准字Z36021047）上市销售。,江西省药品监督管理局,2024-06-05,已备案,详情
苏备2024022193,注射用头孢哌酮钠,国药准字H32021184,南京赛瑞谱顿制药有限公司,南京市玄武区童卫路5号南理工科技创新园区6号楼310,山东罗欣药业集团股份有限公司,山东省临沂高新技术产业开发区罗七路,注射用头孢哌酮钠（规格：2.0g，按C25H27N9O8S2计）生产场地变更，在原受托生产企业苏州中化药品工业有限公司，受托生产场地“江苏省苏州高新区永安路66号粉针剂车间粉针剂生产线”的基础上，新增委托生产企业山东罗欣药业集团股份有限公司，受托生产场址为“山东省临沂高新技术产业开发区罗七路1307车间（含混粉工序1305）粉针剂生产线”。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,江苏省药品监督管理局,2024-06-05,已备案,详情
黑备2024012881,大蒜素注射液,国药准字H20053450,黑龙江迪龙制药有限公司,黑龙江省绥化市安达市北四道街（北四路）,黑龙江迪龙制药有限公司,黑龙江省绥化市安达市北四道街（北四路）,由于大蒜素注射液（规格：2ml：30mg，批准文号：国药准字H20053450）长期未生产，现申请恢复生产备案。,黑龙江省药品监督管理局,2024-06-05,已备案,详情
京备2024017453,通宣理肺丸,国药准字Z11020023,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街33号,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区生物医药产业基地天贵大街33号，北京市昌平区东三旗北八仙庄,因药品生产许可证变更，更新药品注册批准文件载明的生产企业地址。生产企业地址由“（1）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线1/2、蜜丸包装车间：包装生产线1/2）。”，变更为“（1）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线2；蜜丸包装车间：包装生产线1）。”,北京市药品监督管理局,2024-06-05,已备案,详情
浙备2024020794,阿奇霉素干混悬剂,国药准字H20066930,浙江康德药业集团股份有限公司,浙江省衢州市经济开发区世纪大道889号,浙江康德药业集团股份有限公司,浙江省衢州市经济开发区世纪大道889号,新增本品原料药阿奇霉素的供应商： 黄石世星药业有限责任公司（登记号：Y20190008850）。,浙江省药品监督管理局,2024-06-05,已备案,详情
吉备2024021442,维生素C咀嚼片,国药准字H22025694,通化友康药业有限公司,吉林省柳河县鹿场,茂祥集团吉林制药有限公司,吉林省梅河口市北环西路3777号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由上海凯合荣图们药业有限公司变更为茂祥集团吉林制药有限公司;生产企业地址由吉林省图们市图们大路231号变更为吉林省梅河口市北环西路3777号,吉林省药品监督管理局,2024-06-05,已备案,详情
冀备2024021356,对乙酰氨基酚甘露醇注射液,国药准字H20247113,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,石家庄四药有限公司,石家庄高新技术产业开发区槐安东路518号,申请备案本品说明书和标签上添加“通过一致性评价”标识。我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-05,已备案,详情
粤备2024020780,余甘子喉片,国药准字Z44021771,广州白云山天心制药股份有限公司,广州市海珠区滨江东路808号,广州白云山天心制药股份有限公司,广州市海珠区滨江东路808号,根据国家药监局“关于公布第二批国家非处方药目录的通知（国药监安[2001]254号）”，进行非处方药说明书首次备案。,广东省药品监督管理局,2024-06-05,已备案,详情
鲁备2024020831,卡维地洛片,国药准字H20020535。国药准字H20020547。,齐鲁制药有限公司,山东省济南市高新区新泺大街317号,齐鲁制药有限公司,山东省济南市高新区旅游路8888号,本品说明书和标签中增加“通过一致性评价”标识。,山东省药品监督管理局,2024-06-05,已备案,详情
皖备2024020841,沙格列汀二甲双胍缓释片（Ⅲ）,国药准字H20234335,安徽杰玺医药有限公司,安徽省合肥市高新区柏堰湾路2288号,合肥合源药业有限公司,安徽省合肥市甘泉路358号,药品上市许可持有人地址由“安徽省合肥市高新区2800号创新产业园二期F5栋1301室”变更为“安徽省合肥市高新区柏堰湾路2288号”，化学药品说明书和标签做相应修订。,安徽省药品监督管理局,2024-06-05,已备案,详情
黑备2024019788,替米沙坦胶囊,国药准字H20052627,伊春药业有限公司,黑龙江省伊春市翠峦区翠东高新技术工业园区,伊春药业有限公司,黑龙江省伊春市翠东高新技术工业园区,变更替米沙坦胶囊注册地址和生产地址，由原注册地址：黑龙江省伊春市翠峦区翠东高新技术工业园区，变更为：黑龙江省伊春市乌翠区翠东高新技术工业园区；原生产地址：黑龙江省伊春市翠东高新技术工业园区，变更为：黑龙江省伊春市乌翠区翠东高新技术工业园区,黑龙江省药品监督管理局,2024-06-05,已备案,详情
Y吉备2024020936,甲氧氯普胺,国药准字H20093904/Y20190008962,无,无,辽源市银鹰制药有限责任公司,吉林辽源经济开发区友谊工业园区财富北路2号,申请对使用聚酯/铝/聚乙烯药用复合膜包装的甲氧氯普胺（登记号：Y20190008962）有效期由36个月延长至60个月进行备案。企业对申报资料的真实性和合法性负责，并于备案公示后对该药品标签中有效期做相应的修订。,吉林省药品监督管理局,2024-06-05,已备案,详情
黔备2024019376,人血白蛋白,国药准字S20110005,国药集团贵州生物制药有限公司,贵州省黔东南苗族侗族自治州凯里经济开发区春晖西大道16号,国药集团贵州生物制药有限公司,贵州省黔东南苗族侗族自治州凯里经济开发区春晖西大道16号,“冷沉淀分离、凝胶吸附工序部分合并血浆”的规模由400～600L扩大为1100～1300L。,贵州省药品监督管理局,2024-06-05,已备案,详情
黑备2024020049,复方妥英麻黄茶碱片,国药准字H23022514,黑龙江康麦斯药业有限公司,黑龙江省大庆高新区宏伟园区,黑龙江康麦斯药业有限公司,1、黑龙江省大庆市让胡路区乘风大街309号；2、黑龙江省依兰县达连河镇,依据国家药品监督管理局发布的《国家药监局关于修订复方妥英麻黄茶碱片说明书的公告》（2024年第25号），修订复方妥英麻黄茶碱片说明书，修订【不良反应】及【注意事项】内容。,黑龙江省药品监督管理局,2024-06-05,已备案,详情
沪备2024012862,复方α-酮酸片,国药准字H20243395,上海郅见生物医药技术有限公司,中国(上海)自由贸易试验区临港新片区环湖西二路888号C楼,上海新黄河制药有限公司,上海市松江区新桥镇卖新公路1633号,将本品有效期由18个月延长至24个月；根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号），在本品说明书和标签中新增“通过一致性评价”标识。,上海市药品监督管理局,2024-06-06,已备案,详情
湘备2024010776,头孢拉定胶囊,国药准字H43022103,湖南状元制药有限公司,长沙市浏阳经济技术开发区督正路229号,湖南康尔佳生物医药科技有限公司,湖南省张家界市永定区经济开发区C区 ,因药品生产许可证变更，更新药品上市许可持有人名称、生产企业名称、生产地址名称（药品上市许可持有人未发生变更）。药品上市许可持有人名称由“长沙爱贝高药业有限公司”更新为“湖南状元制药有限公司”。,湖南省药品监督管理局,2024-06-06,已备案,详情
沪备2024021257,注射用绒促性素,国药准字H20033378,上海丽珠制药有限公司,中国（上海）自由贸易试验区桂桥路1150号,丽珠集团丽珠制药厂,珠海市金湾区创业北路38号,因受托生产企业设备不同，变更不影响制剂关键质量属性的工艺参数：1）变更灌装机生产速度；2）变更轧盖速度。,上海市药品监督管理局,2024-06-06,已备案,详情
沪备2024010015,拉考沙胺注射液,国药准字H20234250,上海上药第一生化药业有限公司,上海市闵行区剑川路1317号,海南合瑞制药股份有限公司,海口国家高新区药谷工业园二期内,根据《总局关于仿制药质量和疗效一致性评价工作有关事项的公告》（2017年第100号），在本品说明书及标签中增加“通过一致性评价”标识。,上海市药品监督管理局,2024-06-06,已备案,详情
沪备2024016834,维生素AE胶丸,国药准字H31022921,上海东海制药股份有限公司,上海市嘉定区沪宜公路1168号1幢9层901、902室,"上海东海制药股份有限公司,东海制药（河北）有限公司","上海市杨浦区共青路486号,石家庄高新区太行南大街769号京石协作创新示范园202#厂房103、104、203、204",根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号），新增本品电子药品说明书（完整版）。,上海市药品监督管理局,2024-06-06,已备案,详情
沪备2024018102,杞菊地黄丸,国药准字Z31020003,上海和黄药业有限公司,上海市奉贤区肖业路388号,上海和黄药业有限公司,上海市奉贤区肖业路388号,新增直接接触药品包装材料：聚酯/铝/聚乙烯药用复合膜，新增包装规格：每袋6克，每盒10袋；每袋6克，每盒20袋，说明书及包装标签作相应修订。,上海市药品监督管理局,2024-06-06,已备案,详情
粤备2024020911,恩替卡韦片,国药准字H20213185,深圳科兴药业有限公司,深圳市南山区粤海街道麻岭社区科技中一路创益科技大厦B1601,深圳科兴药业有限公司,深圳市宝安区沙井向兴路同富裕工业园,本品有效期由“24个月”变更为“36个月”，并对工艺信息表、质量标准、说明书、标签的【有效期】项作相应修订。,广东省药品监督管理局,2024-06-05,已备案,详情
Y京备2024019993,钆喷酸葡胺,国药准宇H10850002/Y20170001940,无,无,北京北陆药业股份有限公司,河北省沧州市临港经济技术开发区西区北京医药产业园经六路纬二路,变更钆喷酸葡胺原料（Y20170001940）其中一个起始物料质量标准项下乙二胺四乙酸的检查方法，限度保持不变。,北京市药品监督管理局,2024-06-05,已备案,详情
京备2024017454,平肝舒络丸,国药准字Z11020102,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街33号,北京同仁堂股份有限公司同仁堂制药厂,北京市大兴区中关村科技园区生物医药产业基地天贵大街33号，北京市昌平区东三旗北八仙庄,因药品生产许可证变更，更新药品注册批准文件载明的生产企业地址。生产企业地址由“（1）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（3）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线1/2、蜜丸包装车间：包装生产线1/2）；（4）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线1/2、蜜丸包装车间：包装生产线1/2）。”，变更为“（1）北京市大兴区中关村科技园区生物医药产业基地永旺路24号（粉碎车间：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（2）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市大兴区中关村科技园区生物医药产业基地天贵大街33号（丸剂二车间：蜜丸生产线104/105/106/107/108）；（3）河北省安国现代中药工业园同仁堂路18号甲1号（安国前处理：中药前处理生产线）、北京市昌平区东三旗北八仙庄（蜜丸制剂车间：制剂生产线2；蜜丸包装车间：包装生产线1）。”,北京市药品监督管理局,2024-06-05,已备案,详情
粤备2024020793,注射用替卡西林钠克拉维酸钾,国药准字H20066853,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,珠海联邦制药股份有限公司中山分公司,广东省中山市坦洲镇嘉联路12号,本品生产批量由“72kg”变更为“72kg-112kg”。,广东省药品监督管理局,2024-06-05,已备案,详情
粤备2024021395,酒石酸美托洛尔片,国药准字H20213907,恒昌（广州）新药研究有限公司,广州市黄埔区神舟路288号C栋1001房,广州博济生物医药科技园有限公司,广州市增城区宁西街创立路3号,本品生产地址由“广州市增城新塘镇创立路（增城经济技术开发区核心区内）”文字性变更为“广州市增城区宁西街创立路3号”。,广东省药品监督管理局,2024-06-06,已备案,详情
